"objectid","datarel","confirmed","deaths","recovered"
1,2020-06-02,260,1,
2,2020-06-02,372,15,
3,2020-06-02,3753,240,
4,2020-06-02,11493,370,
5,2020-06-02,16789,795,
6,2020-06-02,137,15,
8,2020-06-02,91,0,
