"objectid","datarel","confirmed","deaths","recovered"
1,2020-03-30,45,0,0
2,2020-03-30,116,2,0
3,2020-03-30,784,34,10
4,2020-03-30,1577,30,17
5,2020-03-30,3801,74,16
6,2020-03-30,41,0,0
8,2020-03-30,44,0,0
