"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-22,176,1,
2,2020-04-22,316,11,
3,2020-04-22,3053,175,
4,2020-04-22,5093,138,
5,2020-04-22,13150,454,
6,2020-04-22,109,6,
8,2020-04-22,85,0,
