"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-28,257,1,
2,2020-05-28,366,15,
3,2020-05-28,3710,237,
4,2020-05-28,10320,340,
5,2020-05-28,16718,761,
6,2020-05-28,90,0,
