"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-30,218,1,
2,2020-04-30,331,13,
3,2020-04-30,3389,198,
4,2020-04-30,5815,199,
5,2020-04-30,15090,566,
6,2020-04-30,127,12,
8,2020-04-30,86,0,
