"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-31,259,1,
2,2020-05-31,370,15,
3,2020-05-31,3744,238,
4,2020-05-31,11142,357,
5,2020-05-31,16760,784,
6,2020-05-31,135,15,
8,2020-05-31,90,0,
