"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-13,140,0,
2,2020-04-13,284,9,
3,2020-04-13,2477,123,
4,2020-04-13,3896,96,
5,2020-04-13,9984,303,
6,2020-04-13,94,4,
8,2020-04-13,59,0,
