"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-04,63,0,
2,2020-04-04,182,5,
3,2020-04-04,1372,66,
4,2020-04-04,2513,54,
5,2020-04-04,6280,141,
6,2020-04-04,63,0,
8,2020-04-04,182,5,
