"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-14,155,0,
2,2020-04-14,289,9,
3,2020-04-14,2549,131,
4,2020-04-14,3994,102,
5,2020-04-14,10302,321,
6,2020-04-14,100,4,
8,2020-04-14,59,0,
