"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-01,54,0,0
2,2020-04-01,146,2,0
3,2020-04-01,1043,52,10
4,2020-04-01,1998,38,17
5,2020-04-01,4910,95,16
6,2020-04-01,52,0,0
8,2020-04-01,48,0,0
