"dico","cases","recovered","deaths","date"
"0101",65,0,0,2020-06-02 00:00:00
"0102",91,0,0,2020-06-02 00:00:00
"0103",43,0,0,2020-06-02 00:00:00
"0104",41,0,0,2020-06-02 00:00:00
"0105",341,0,0,2020-06-02 00:00:00
"0106",20,0,0,2020-06-02 00:00:00
"0107",92,0,0,2020-06-02 00:00:00
"0108",100,0,0,2020-06-02 00:00:00
"0109",483,0,0,2020-06-02 00:00:00
"0110",133,0,0,2020-06-02 00:00:00
"0111",18,0,0,2020-06-02 00:00:00
"0112",17,0,0,2020-06-02 00:00:00
"0113",212,0,0,2020-06-02 00:00:00
"0114",40,0,0,2020-06-02 00:00:00
"0115",662,0,0,2020-06-02 00:00:00
"0116",77,0,0,2020-06-02 00:00:00
"0117",44,0,0,2020-06-02 00:00:00
"0118",22,0,0,2020-06-02 00:00:00
"0119",155,0,0,2020-06-02 00:00:00
"0202",8,0,0,2020-06-02 00:00:00
"0205",15,0,0,2020-06-02 00:00:00
"0207",4,0,0,2020-06-02 00:00:00
"0210",71,0,0,2020-06-02 00:00:00
"0211",11,0,0,2020-06-02 00:00:00
"0213",14,0,0,2020-06-02 00:00:00
"0301",78,0,0,2020-06-02 00:00:00
"0302",302,0,0,2020-06-02 00:00:00
"0303",1225,0,0,2020-06-02 00:00:00
"0304",18,0,0,2020-06-02 00:00:00
"0305",23,0,0,2020-06-02 00:00:00
"0306",47,0,0,2020-06-02 00:00:00
"0307",124,0,0,2020-06-02 00:00:00
"0308",720,0,0,2020-06-02 00:00:00
"0309",61,0,0,2020-06-02 00:00:00
"0310",10,0,0,2020-06-02 00:00:00
"0311",44,0,0,2020-06-02 00:00:00
"0312",400,0,0,2020-06-02 00:00:00
"0313",233,0,0,2020-06-02 00:00:00
"0314",146,0,0,2020-06-02 00:00:00
"0401",6,0,0,2020-06-02 00:00:00
"0402",121,0,0,2020-06-02 00:00:00
"0403",6,0,0,2020-06-02 00:00:00
"0405",22,0,0,2020-06-02 00:00:00
"0406",10,0,0,2020-06-02 00:00:00
"0407",21,0,0,2020-06-02 00:00:00
"0408",5,0,0,2020-06-02 00:00:00
"0409",23,0,0,2020-06-02 00:00:00
"0410",4,0,0,2020-06-02 00:00:00
"0411",11,0,0,2020-06-02 00:00:00
"0412",30,0,0,2020-06-02 00:00:00
"0502",16,0,0,2020-06-02 00:00:00
"0503",7,0,0,2020-06-02 00:00:00
"0504",5,0,0,2020-06-02 00:00:00
"0509",4,0,0,2020-06-02 00:00:00
"0601",9,0,0,2020-06-02 00:00:00
"0602",71,0,0,2020-06-02 00:00:00
"0603",592,0,0,2020-06-02 00:00:00
"0604",155,0,0,2020-06-02 00:00:00
"0605",34,0,0,2020-06-02 00:00:00
"0606",10,0,0,2020-06-02 00:00:00
"0607",20,0,0,2020-06-02 00:00:00
"0608",6,0,0,2020-06-02 00:00:00
"0609",17,0,0,2020-06-02 00:00:00
"0610",30,0,0,2020-06-02 00:00:00
"0611",27,0,0,2020-06-02 00:00:00
"0613",22,0,0,2020-06-02 00:00:00
"0614",5,0,0,2020-06-02 00:00:00
"0615",25,0,0,2020-06-02 00:00:00
"0616",35,0,0,2020-06-02 00:00:00
"0617",7,0,0,2020-06-02 00:00:00
"0705",25,0,0,2020-06-02 00:00:00
"0706",8,0,0,2020-06-02 00:00:00
"0709",6,0,0,2020-06-02 00:00:00
"0711",7,0,0,2020-06-02 00:00:00
"0712",8,0,0,2020-06-02 00:00:00
"0801",76,0,0,2020-06-02 00:00:00
"0804",3,0,0,2020-06-02 00:00:00
"0805",66,0,0,2020-06-02 00:00:00
"0807",4,0,0,2020-06-02 00:00:00
"0808",70,0,0,2020-06-02 00:00:00
"0810",14,0,0,2020-06-02 00:00:00
"0811",39,0,0,2020-06-02 00:00:00
"0812",3,0,0,2020-06-02 00:00:00
"0813",22,0,0,2020-06-02 00:00:00
"0814",30,0,0,2020-06-02 00:00:00
"0816",13,0,0,2020-06-02 00:00:00
"0902",4,0,0,2020-06-02 00:00:00
"0903",6,0,0,2020-06-02 00:00:00
"0905",3,0,0,2020-06-02 00:00:00
"0906",22,0,0,2020-06-02 00:00:00
"0907",25,0,0,2020-06-02 00:00:00
"0908",7,0,0,2020-06-02 00:00:00
"0910",23,0,0,2020-06-02 00:00:00
"0912",13,0,0,2020-06-02 00:00:00
"0913",20,0,0,2020-06-02 00:00:00
"0914",72,0,0,2020-06-02 00:00:00
"1001",40,0,0,2020-06-02 00:00:00
"1002",25,0,0,2020-06-02 00:00:00
"1003",7,0,0,2020-06-02 00:00:00
"1004",6,0,0,2020-06-02 00:00:00
"1005",4,0,0,2020-06-02 00:00:00
"1006",29,0,0,2020-06-02 00:00:00
"1008",9,0,0,2020-06-02 00:00:00
"1009",84,0,0,2020-06-02 00:00:00
"1010",18,0,0,2020-06-02 00:00:00
"1011",3,0,0,2020-06-02 00:00:00
"1013",4,0,0,2020-06-02 00:00:00
"1014",11,0,0,2020-06-02 00:00:00
"1015",61,0,0,2020-06-02 00:00:00
"1016",9,0,0,2020-06-02 00:00:00
"1101",93,0,0,2020-06-02 00:00:00
"1102",14,0,0,2020-06-02 00:00:00
"1103",82,0,0,2020-06-02 00:00:00
"1104",10,0,0,2020-06-02 00:00:00
"1105",579,0,0,2020-06-02 00:00:00
"1106",2447,0,0,2020-06-02 00:00:00
"1107",1089,0,0,2020-06-02 00:00:00
"1108",9,0,0,2020-06-02 00:00:00
"1109",131,0,0,2020-06-02 00:00:00
"1110",446,0,0,2020-06-02 00:00:00
"1111",1355,0,0,2020-06-02 00:00:00
"1112",10,0,0,2020-06-02 00:00:00
"1113",50,0,0,2020-06-02 00:00:00
"1114",427,0,0,2020-06-02 00:00:00
"1115",890,0,0,2020-06-02 00:00:00
"1116",581,0,0,2020-06-02 00:00:00
"1207",10,0,0,2020-06-02 00:00:00
"1214",6,0,0,2020-06-02 00:00:00
"1301",98,0,0,2020-06-02 00:00:00
"1302",31,0,0,2020-06-02 00:00:00
"1303",407,0,0,2020-06-02 00:00:00
"1304",1083,0,0,2020-06-02 00:00:00
"1305",341,0,0,2020-06-02 00:00:00
"1306",944,0,0,2020-06-02 00:00:00
"1307",92,0,0,2020-06-02 00:00:00
"1308",1281,0,0,2020-06-02 00:00:00
"1309",312,0,0,2020-06-02 00:00:00
"1310",337,0,0,2020-06-02 00:00:00
"1311",174,0,0,2020-06-02 00:00:00
"1312",1358,0,0,2020-06-02 00:00:00
"1313",158,0,0,2020-06-02 00:00:00
"1314",394,0,0,2020-06-02 00:00:00
"1315",757,0,0,2020-06-02 00:00:00
"1316",294,0,0,2020-06-02 00:00:00
"1317",1578,0,0,2020-06-02 00:00:00
"1318",146,0,0,2020-06-02 00:00:00
"1401",19,0,0,2020-06-02 00:00:00
"1402",9,0,0,2020-06-02 00:00:00
"1403",21,0,0,2020-06-02 00:00:00
"1404",12,0,0,2020-06-02 00:00:00
"1405",40,0,0,2020-06-02 00:00:00
"1406",63,0,0,2020-06-02 00:00:00
"1407",9,0,0,2020-06-02 00:00:00
"1409",49,0,0,2020-06-02 00:00:00
"1410",9,0,0,2020-06-02 00:00:00
"1414",22,0,0,2020-06-02 00:00:00
"1415",13,0,0,2020-06-02 00:00:00
"1416",124,0,0,2020-06-02 00:00:00
"1418",12,0,0,2020-06-02 00:00:00
"1419",20,0,0,2020-06-02 00:00:00
"1421",35,0,0,2020-06-02 00:00:00
"1501",7,0,0,2020-06-02 00:00:00
"1502",23,0,0,2020-06-02 00:00:00
"1503",402,0,0,2020-06-02 00:00:00
"1504",231,0,0,2020-06-02 00:00:00
"1505",11,0,0,2020-06-02 00:00:00
"1506",162,0,0,2020-06-02 00:00:00
"1507",120,0,0,2020-06-02 00:00:00
"1508",37,0,0,2020-06-02 00:00:00
"1509",18,0,0,2020-06-02 00:00:00
"1510",397,0,0,2020-06-02 00:00:00
"1511",37,0,0,2020-06-02 00:00:00
"1512",106,0,0,2020-06-02 00:00:00
"1513",3,0,0,2020-06-02 00:00:00
"1601",73,0,0,2020-06-02 00:00:00
"1602",19,0,0,2020-06-02 00:00:00
"1603",63,0,0,2020-06-02 00:00:00
"1604",116,0,0,2020-06-02 00:00:00
"1605",7,0,0,2020-06-02 00:00:00
"1606",6,0,0,2020-06-02 00:00:00
"1607",30,0,0,2020-06-02 00:00:00
"1608",12,0,0,2020-06-02 00:00:00
"1609",186,0,0,2020-06-02 00:00:00
"1610",9,0,0,2020-06-02 00:00:00
"1701",4,0,0,2020-06-02 00:00:00
"1703",26,0,0,2020-06-02 00:00:00
"1707",20,0,0,2020-06-02 00:00:00
"1708",65,0,0,2020-06-02 00:00:00
"1709",3,0,0,2020-06-02 00:00:00
"1710",7,0,0,2020-06-02 00:00:00
"1711",3,0,0,2020-06-02 00:00:00
"1712",6,0,0,2020-06-02 00:00:00
"1713",6,0,0,2020-06-02 00:00:00
"1714",155,0,0,2020-06-02 00:00:00
"1802",11,0,0,2020-06-02 00:00:00
"1803",104,0,0,2020-06-02 00:00:00
"1804",24,0,0,2020-06-02 00:00:00
"1805",39,0,0,2020-06-02 00:00:00
"1806",78,0,0,2020-06-02 00:00:00
"1807",15,0,0,2020-06-02 00:00:00
"1808",11,0,0,2020-06-02 00:00:00
"1809",19,0,0,2020-06-02 00:00:00
"1810",12,0,0,2020-06-02 00:00:00
"1813",64,0,0,2020-06-02 00:00:00
"1814",9,0,0,2020-06-02 00:00:00
"1816",9,0,0,2020-06-02 00:00:00
"1817",8,0,0,2020-06-02 00:00:00
"1818",6,0,0,2020-06-02 00:00:00
"1821",13,0,0,2020-06-02 00:00:00
"1823",101,0,0,2020-06-02 00:00:00
"1824",8,0,0,2020-06-02 00:00:00
"3101",4,0,0,2020-06-02 00:00:00
"3102",41,0,0,2020-06-02 00:00:00
"3103",26,0,0,2020-06-02 00:00:00
"3105",6,0,0,2020-06-02 00:00:00
"3108",5,0,0,2020-06-02 00:00:00
"3201",4,0,0,2020-06-02 00:00:00
"4201",9,0,0,2020-06-02 00:00:00
"4202",32,0,0,2020-06-02 00:00:00
"4203",8,0,0,2020-06-02 00:00:00
"4302",7,0,0,2020-06-02 00:00:00
"4401",4,0,0,2020-06-02 00:00:00
"4502",5,0,0,2020-06-02 00:00:00
"4602",5,0,0,2020-06-02 00:00:00
"4603",3,0,0,2020-06-02 00:00:00
"4701",6,0,0,2020-06-02 00:00:00
