"dico","cases","recovered","deaths","date"
"0101",38,0,0,2020-04-16 00:00:00
"0102",56,0,0,2020-04-16 00:00:00
"0103",19,0,0,2020-04-16 00:00:00
"0104",26,0,0,2020-04-16 00:00:00
"0105",227,0,0,2020-04-16 00:00:00
"0106",8,0,0,2020-04-16 00:00:00
"0107",51,0,0,2020-04-16 00:00:00
"0108",48,0,0,2020-04-16 00:00:00
"0109",306,0,0,2020-04-16 00:00:00
"0110",90,0,0,2020-04-16 00:00:00
"0111",15,0,0,2020-04-16 00:00:00
"0112",7,0,0,2020-04-16 00:00:00
"0113",143,0,0,2020-04-16 00:00:00
"0114",16,0,0,2020-04-16 00:00:00
"0115",487,0,0,2020-04-16 00:00:00
"0116",52,0,0,2020-04-16 00:00:00
"0117",28,0,0,2020-04-16 00:00:00
"0118",15,0,0,2020-04-16 00:00:00
"0119",71,0,0,2020-04-16 00:00:00
"0202",3,0,0,2020-04-16 00:00:00
"0205",9,0,0,2020-04-16 00:00:00
"0210",28,0,0,2020-04-16 00:00:00
"0213",18,0,0,2020-04-16 00:00:00
"0301",33,0,0,2020-04-16 00:00:00
"0302",156,0,0,2020-04-16 00:00:00
"0303",775,0,0,2020-04-16 00:00:00
"0304",10,0,0,2020-04-16 00:00:00
"0305",11,0,0,2020-04-16 00:00:00
"0306",31,0,0,2020-04-16 00:00:00
"0307",35,0,0,2020-04-16 00:00:00
"0308",262,0,0,2020-04-16 00:00:00
"0309",31,0,0,2020-04-16 00:00:00
"0310",8,0,0,2020-04-16 00:00:00
"0311",24,0,0,2020-04-16 00:00:00
"0312",246,0,0,2020-04-16 00:00:00
"0313",106,0,0,2020-04-16 00:00:00
"0314",32,0,0,2020-04-16 00:00:00
"0401",3,0,0,2020-04-16 00:00:00
"0402",88,0,0,2020-04-16 00:00:00
"0403",5,0,0,2020-04-16 00:00:00
"0405",19,0,0,2020-04-16 00:00:00
"0406",4,0,0,2020-04-16 00:00:00
"0407",17,0,0,2020-04-16 00:00:00
"0409",23,0,0,2020-04-16 00:00:00
"0410",5,0,0,2020-04-16 00:00:00
"0411",8,0,0,2020-04-16 00:00:00
"0412",10,0,0,2020-04-16 00:00:00
"0502",3,0,0,2020-04-16 00:00:00
"0503",5,0,0,2020-04-16 00:00:00
"0601",6,0,0,2020-04-16 00:00:00
"0602",38,0,0,2020-04-16 00:00:00
"0603",325,0,0,2020-04-16 00:00:00
"0604",49,0,0,2020-04-16 00:00:00
"0605",17,0,0,2020-04-16 00:00:00
"0606",8,0,0,2020-04-16 00:00:00
"0607",8,0,0,2020-04-16 00:00:00
"0609",11,0,0,2020-04-16 00:00:00
"0610",15,0,0,2020-04-16 00:00:00
"0611",7,0,0,2020-04-16 00:00:00
"0613",10,0,0,2020-04-16 00:00:00
"0615",17,0,0,2020-04-16 00:00:00
"0616",22,0,0,2020-04-16 00:00:00
"0617",3,0,0,2020-04-16 00:00:00
"0705",20,0,0,2020-04-16 00:00:00
"0711",8,0,0,2020-04-16 00:00:00
"0801",62,0,0,2020-04-16 00:00:00
"0804",3,0,0,2020-04-16 00:00:00
"0805",54,0,0,2020-04-16 00:00:00
"0806",3,0,0,2020-04-16 00:00:00
"0807",3,0,0,2020-04-16 00:00:00
"0808",52,0,0,2020-04-16 00:00:00
"0810",13,0,0,2020-04-16 00:00:00
"0811",32,0,0,2020-04-16 00:00:00
"0813",21,0,0,2020-04-16 00:00:00
"0814",30,0,0,2020-04-16 00:00:00
"0816",14,0,0,2020-04-16 00:00:00
"0902",6,0,0,2020-04-16 00:00:00
"0903",7,0,0,2020-04-16 00:00:00
"0904",3,0,0,2020-04-16 00:00:00
"0906",14,0,0,2020-04-16 00:00:00
"0907",17,0,0,2020-04-16 00:00:00
