"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-21,250,1,
2,2020-05-21,357,15,
3,2020-05-21,3662,232,
4,2020-05-21,8878,297,
5,2020-05-21,16540,717,
6,2020-05-21,135,15,
8,2020-05-21,90,0,
