"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-20,161,0,
2,2020-04-20,311,11,
3,2020-04-20,2952,164,
4,2020-04-20,4709,130,
5,2020-04-20,12543,424,
6,2020-04-20,107,6,
8,2020-04-20,80,0,
