"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-15,155,0,
2,2020-04-15,295,9,
3,2020-04-15,2629,136,
4,2020-04-15,4102,111,
5,2020-04-15,10751,339,
6,2020-04-15,100,4,
8,2020-04-15,59,0,
