"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-29,259,1,
2,2020-05-29,366,15,
3,2020-05-29,3728,237,
4,2020-05-29,10643,346,
5,2020-05-29,16725,769,
6,2020-05-29,135,15,
8,2020-05-29,90,0,
