"dico","cases","recovered","deaths","date"
"0101",65,0,0,2020-05-25 00:00:00
"0102",88,0,0,2020-05-25 00:00:00
"0103",43,0,0,2020-05-25 00:00:00
"0104",41,0,0,2020-05-25 00:00:00
"0105",334,0,0,2020-05-25 00:00:00
"0106",20,0,0,2020-05-25 00:00:00
"0107",89,0,0,2020-05-25 00:00:00
"0108",95,0,0,2020-05-25 00:00:00
"0109",476,0,0,2020-05-25 00:00:00
"0110",129,0,0,2020-05-25 00:00:00
"0111",17,0,0,2020-05-25 00:00:00
"0112",17,0,0,2020-05-25 00:00:00
"0113",210,0,0,2020-05-25 00:00:00
"0114",38,0,0,2020-05-25 00:00:00
"0115",652,0,0,2020-05-25 00:00:00
"0116",74,0,0,2020-05-25 00:00:00
"0117",43,0,0,2020-05-25 00:00:00
"0118",22,0,0,2020-05-25 00:00:00
"0119",155,0,0,2020-05-25 00:00:00
"0202",9,0,0,2020-05-25 00:00:00
"0205",14,0,0,2020-05-25 00:00:00
"0207",4,0,0,2020-05-25 00:00:00
"0210",71,0,0,2020-05-25 00:00:00
"0211",8,0,0,2020-05-25 00:00:00
"0213",14,0,0,2020-05-25 00:00:00
"0301",78,0,0,2020-05-25 00:00:00
"0302",298,0,0,2020-05-25 00:00:00
"0303",1209,0,0,2020-05-25 00:00:00
"0304",17,0,0,2020-05-25 00:00:00
"0305",23,0,0,2020-05-25 00:00:00
"0306",46,0,0,2020-05-25 00:00:00
"0307",121,0,0,2020-05-25 00:00:00
"0308",707,0,0,2020-05-25 00:00:00
"0309",61,0,0,2020-05-25 00:00:00
"0310",10,0,0,2020-05-25 00:00:00
"0311",36,0,0,2020-05-25 00:00:00
"0312",398,0,0,2020-05-25 00:00:00
"0313",230,0,0,2020-05-25 00:00:00
"0314",135,0,0,2020-05-25 00:00:00
"0401",6,0,0,2020-05-25 00:00:00
"0402",119,0,0,2020-05-25 00:00:00
"0403",6,0,0,2020-05-25 00:00:00
"0405",22,0,0,2020-05-25 00:00:00
"0406",10,0,0,2020-05-25 00:00:00
"0407",21,0,0,2020-05-25 00:00:00
"0408",5,0,0,2020-05-25 00:00:00
"0409",23,0,0,2020-05-25 00:00:00
"0410",4,0,0,2020-05-25 00:00:00
"0411",11,0,0,2020-05-25 00:00:00
"0412",30,0,0,2020-05-25 00:00:00
"0502",7,0,0,2020-05-25 00:00:00
"0503",7,0,0,2020-05-25 00:00:00
"0504",4,0,0,2020-05-25 00:00:00
"0509",4,0,0,2020-05-25 00:00:00
"0601",8,0,0,2020-05-25 00:00:00
"0602",69,0,0,2020-05-25 00:00:00
"0603",575,0,0,2020-05-25 00:00:00
"0604",154,0,0,2020-05-25 00:00:00
"0605",33,0,0,2020-05-25 00:00:00
"0606",10,0,0,2020-05-25 00:00:00
"0607",20,0,0,2020-05-25 00:00:00
"0608",5,0,0,2020-05-25 00:00:00
"0609",17,0,0,2020-05-25 00:00:00
"0610",30,0,0,2020-05-25 00:00:00
"0611",22,0,0,2020-05-25 00:00:00
"0613",21,0,0,2020-05-25 00:00:00
"0614",5,0,0,2020-05-25 00:00:00
"0615",24,0,0,2020-05-25 00:00:00
"0616",35,0,0,2020-05-25 00:00:00
"0617",6,0,0,2020-05-25 00:00:00
"0705",26,0,0,2020-05-25 00:00:00
"0706",7,0,0,2020-05-25 00:00:00
"0709",6,0,0,2020-05-25 00:00:00
"0711",7,0,0,2020-05-25 00:00:00
"0712",8,0,0,2020-05-25 00:00:00
"0801",75,0,0,2020-05-25 00:00:00
"0804",3,0,0,2020-05-25 00:00:00
"0805",66,0,0,2020-05-25 00:00:00
"0807",4,0,0,2020-05-25 00:00:00
"0808",64,0,0,2020-05-25 00:00:00
"0810",12,0,0,2020-05-25 00:00:00
"0811",38,0,0,2020-05-25 00:00:00
"0812",3,0,0,2020-05-25 00:00:00
"0813",24,0,0,2020-05-25 00:00:00
"0814",30,0,0,2020-05-25 00:00:00
"0816",13,0,0,2020-05-25 00:00:00
"0902",4,0,0,2020-05-25 00:00:00
"0903",6,0,0,2020-05-25 00:00:00
"0905",3,0,0,2020-05-25 00:00:00
"0906",22,0,0,2020-05-25 00:00:00
"0907",24,0,0,2020-05-25 00:00:00
"0908",7,0,0,2020-05-25 00:00:00
"0910",23,0,0,2020-05-25 00:00:00
"0912",13,0,0,2020-05-25 00:00:00
"0913",18,0,0,2020-05-25 00:00:00
"0914",72,0,0,2020-05-25 00:00:00
"1001",39,0,0,2020-05-25 00:00:00
"1002",24,0,0,2020-05-25 00:00:00
"1003",5,0,0,2020-05-25 00:00:00
"1004",4,0,0,2020-05-25 00:00:00
"1005",4,0,0,2020-05-25 00:00:00
"1006",25,0,0,2020-05-25 00:00:00
"1008",4,0,0,2020-05-25 00:00:00
"1009",82,0,0,2020-05-25 00:00:00
"1010",18,0,0,2020-05-25 00:00:00
"1013",3,0,0,2020-05-25 00:00:00
"1014",10,0,0,2020-05-25 00:00:00
"1015",60,0,0,2020-05-25 00:00:00
"1016",9,0,0,2020-05-25 00:00:00
"1101",69,0,0,2020-05-25 00:00:00
"1102",12,0,0,2020-05-25 00:00:00
"1103",62,0,0,2020-05-25 00:00:00
"1104",9,0,0,2020-05-25 00:00:00
"1105",520,0,0,2020-05-25 00:00:00
"1106",2182,0,0,2020-05-25 00:00:00
"1107",828,0,0,2020-05-25 00:00:00
"1108",7,0,0,2020-05-25 00:00:00
"1109",111,0,0,2020-05-25 00:00:00
"1110",363,0,0,2020-05-25 00:00:00
"1111",1078,0,0,2020-05-25 00:00:00
"1112",4,0,0,2020-05-25 00:00:00
"1113",39,0,0,2020-05-25 00:00:00
"1114",351,0,0,2020-05-25 00:00:00
"1115",663,0,0,2020-05-25 00:00:00
"1116",453,0,0,2020-05-25 00:00:00
"1207",9,0,0,2020-05-25 00:00:00
"1214",6,0,0,2020-05-25 00:00:00
"1301",95,0,0,2020-05-25 00:00:00
"1302",29,0,0,2020-05-25 00:00:00
"1303",403,0,0,2020-05-25 00:00:00
"1304",1077,0,0,2020-05-25 00:00:00
"1305",331,0,0,2020-05-25 00:00:00
"1306",940,0,0,2020-05-25 00:00:00
"1307",88,0,0,2020-05-25 00:00:00
"1308",1269,0,0,2020-05-25 00:00:00
"1309",306,0,0,2020-05-25 00:00:00
"1310",334,0,0,2020-05-25 00:00:00
"1311",168,0,0,2020-05-25 00:00:00
"1312",1347,0,0,2020-05-25 00:00:00
"1313",156,0,0,2020-05-25 00:00:00
"1314",391,0,0,2020-05-25 00:00:00
"1315",755,0,0,2020-05-25 00:00:00
"1316",291,0,0,2020-05-25 00:00:00
"1317",1552,0,0,2020-05-25 00:00:00
"1318",146,0,0,2020-05-25 00:00:00
"1401",10,0,0,2020-05-25 00:00:00
"1402",8,0,0,2020-05-25 00:00:00
"1403",18,0,0,2020-05-25 00:00:00
"1404",11,0,0,2020-05-25 00:00:00
"1405",35,0,0,2020-05-25 00:00:00
"1406",56,0,0,2020-05-25 00:00:00
"1407",9,0,0,2020-05-25 00:00:00
"1409",41,0,0,2020-05-25 00:00:00
"1410",6,0,0,2020-05-25 00:00:00
"1414",19,0,0,2020-05-25 00:00:00
"1415",10,0,0,2020-05-25 00:00:00
"1416",106,0,0,2020-05-25 00:00:00
"1418",12,0,0,2020-05-25 00:00:00
"1419",16,0,0,2020-05-25 00:00:00
"1421",28,0,0,2020-05-25 00:00:00
"1501",7,0,0,2020-05-25 00:00:00
"1502",23,0,0,2020-05-25 00:00:00
"1503",352,0,0,2020-05-25 00:00:00
"1504",203,0,0,2020-05-25 00:00:00
"1505",11,0,0,2020-05-25 00:00:00
"1506",141,0,0,2020-05-25 00:00:00
"1507",116,0,0,2020-05-25 00:00:00
"1508",27,0,0,2020-05-25 00:00:00
"1509",17,0,0,2020-05-25 00:00:00
"1510",318,0,0,2020-05-25 00:00:00
"1511",32,0,0,2020-05-25 00:00:00
"1512",88,0,0,2020-05-25 00:00:00
"1601",73,0,0,2020-05-25 00:00:00
"1602",19,0,0,2020-05-25 00:00:00
"1603",62,0,0,2020-05-25 00:00:00
"1604",116,0,0,2020-05-25 00:00:00
"1605",7,0,0,2020-05-25 00:00:00
"1606",6,0,0,2020-05-25 00:00:00
"1607",28,0,0,2020-05-25 00:00:00
"1608",12,0,0,2020-05-25 00:00:00
"1609",184,0,0,2020-05-25 00:00:00
"1610",8,0,0,2020-05-25 00:00:00
"1701",4,0,0,2020-05-25 00:00:00
"1703",26,0,0,2020-05-25 00:00:00
"1707",20,0,0,2020-05-25 00:00:00
"1708",65,0,0,2020-05-25 00:00:00
"1709",3,0,0,2020-05-25 00:00:00
"1710",7,0,0,2020-05-25 00:00:00
"1711",3,0,0,2020-05-25 00:00:00
"1712",6,0,0,2020-05-25 00:00:00
"1713",6,0,0,2020-05-25 00:00:00
"1714",152,0,0,2020-05-25 00:00:00
"1802",11,0,0,2020-05-25 00:00:00
"1803",104,0,0,2020-05-25 00:00:00
"1804",24,0,0,2020-05-25 00:00:00
"1805",39,0,0,2020-05-25 00:00:00
"1806",78,0,0,2020-05-25 00:00:00
"1807",15,0,0,2020-05-25 00:00:00
"1808",11,0,0,2020-05-25 00:00:00
"1809",19,0,0,2020-05-25 00:00:00
"1810",12,0,0,2020-05-25 00:00:00
"1813",64,0,0,2020-05-25 00:00:00
"1814",9,0,0,2020-05-25 00:00:00
"1816",9,0,0,2020-05-25 00:00:00
"1817",8,0,0,2020-05-25 00:00:00
"1818",6,0,0,2020-05-25 00:00:00
"1821",13,0,0,2020-05-25 00:00:00
"1823",100,0,0,2020-05-25 00:00:00
"1824",8,0,0,2020-05-25 00:00:00
"3101",4,0,0,2020-05-25 00:00:00
"3102",38,0,0,2020-05-25 00:00:00
"3103",26,0,0,2020-05-25 00:00:00
"3105",6,0,0,2020-05-25 00:00:00
"3108",5,0,0,2020-05-25 00:00:00
"3201",4,0,0,2020-05-25 00:00:00
"4201",9,0,0,2020-05-25 00:00:00
"4202",29,0,0,2020-05-25 00:00:00
"4203",8,0,0,2020-05-25 00:00:00
"4302",7,0,0,2020-05-25 00:00:00
"4502",5,0,0,2020-05-25 00:00:00
"4602",5,0,0,2020-05-25 00:00:00
"4603",3,0,0,2020-05-25 00:00:00
"4701",6,0,0,2020-05-25 00:00:00
