"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-30,259,1,
2,2020-05-30,367,15,
3,2020-05-30,3739,238,
4,2020-05-30,10874,354,
5,2020-05-30,16739,773,
6,2020-05-30,135,15,
8,2020-05-30,90,0,
