"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-12,238,1,
2,2020-05-12,350,14,
3,2020-05-12,3553,219,
4,2020-05-12,7494,254,
5,2020-05-12,16053,660,
6,2020-05-12,135,15,
8,2020-05-12,90,0,
