"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-26,187,1,
2,2020-04-26,322,12,
3,2020-04-26,3232,188,
4,2020-04-26,5531,175,
5,2020-04-26,14386,519,
6,2020-04-26,120,8,
8,2020-04-26,86,0,
