"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-15,240,1,
2,2020-05-15,355,14,
3,2020-05-15,3598,221,
4,2020-05-15,7951,262,
5,2020-05-15,16214,677,
6,2020-05-15,135,15,
8,2020-05-15,90,0,
