"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-06,220,1,
2,2020-05-06,342,13,
3,2020-05-06,3505,213,
4,2020-05-06,6641,226,
5,2020-05-06,15256,623,
6,2020-05-06,132,13,
8,2020-05-06,86,0,
