"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-01,218,1,
2,2020-05-01,331,13,
3,2020-05-01,3419,201,
4,2020-05-01,5939,202,
5,2020-05-01,15231,578,
6,2020-05-01,127,12,
8,2020-05-01,86,0,
