"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-28,201,1,
2,2020-04-28,330,12,
3,2020-04-28,3289,194,
4,2020-04-28,5593,185,
5,2020-04-28,14702,546,
6,2020-04-28,121,10,
8,2020-04-28,86,0,
