"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-24,183,1,
2,2020-04-24,320,11,
3,2020-04-24,3116,183,
4,2020-04-24,5277,160,
5,2020-04-24,13707,491,
6,2020-04-24,109,8,
8,2020-04-24,85,0,
