"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-07,220,1,
2,2020-05-07,343,13,
3,2020-05-07,3545,213,
4,2020-05-07,6935,230,
5,2020-05-07,15450,634,
6,2020-05-07,132,14,
8,2020-05-07,90,0,
