"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-24,253,1,
2,2020-05-24,361,15,
3,2020-05-24,3683,231,
4,2020-05-24,9423,316,
5,2020-05-24,16678,738,
6,2020-05-24,135,15,
8,2020-05-24,90,0,
