"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-07,85,0,
2,2020-04-07,234,7,
3,2020-04-07,1766,88,
4,2020-04-07,3185,64,
5,2020-04-07,7052,182,
6,2020-04-07,68,0,
8,2020-04-07,52,0,
