"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-08,93,0,
2,2020-04-08,251,8,
3,2020-04-08,1865,96,
4,2020-04-08,3424,68,
5,2020-04-08,7386,208,
6,2020-04-08,70,0,
8,2020-04-08,52,0,
