"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-03,62,1,
2,2020-04-03,179,3,
3,2020-04-03,1286,61,
4,2020-04-03,2347,51,
5,2020-04-03,5899,130,
6,2020-04-03,63,0,
8,2020-04-03,50,0,
