"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-09,94,0,
2,2020-04-09,260,8,
3,2020-04-09,1905,104,
4,2020-04-09,3451,72,
5,2020-04-09,8102,224,
6,2020-04-09,91,1,
8,2020-04-09,53,0,
