"objectid","datarel","confirmed","deaths","recovered"
1,2020-03-29,41,0,0
2,2020-03-29,108,2,0
3,2020-03-29,709,28,10
4,2020-03-29,1478,28,17
5,2020-03-29,3550,61,16
6,2020-03-29,33,0,0
8,2020-03-29,43,0,0
