"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-18,158,0,
2,2020-04-18,306,9,
3,2020-04-18,2863,157,
4,2020-04-18,4438,124,
5,2020-04-18,11762,393,
6,2020-04-18,104,4,
8,2020-04-18,54,0,
