"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-11,237,1,
2,2020-05-11,348,14,
3,2020-05-11,3545,216,
4,2020-05-11,7316,248,
5,2020-05-11,16008,651,
6,2020-05-11,135,14,
8,2020-05-11,90,0,
