"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-26,254,1,
2,2020-05-26,363,15,
3,2020-05-26,3690,234,
4,2020-05-26,9778,325,
5,2020-05-26,16697,752,
6,2020-05-26,135,15,
8,2020-05-26,90,0,
