"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-05,82,0,
2,2020-04-05,201,7,
3,2020-04-05,1442,72,
4,2020-04-05,2904,58,
5,2020-04-05,6530,158,
6,2020-04-05,67,0,
8,2020-04-05,52,0,
