"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-05,220,1,
2,2020-05-05,335,13,
3,2020-05-05,3489,211,
4,2020-05-05,6241,223,
5,2020-05-05,15199,613,
6,2020-05-05,132,13,
8,2020-05-05,86,0,
