"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-14,238,1,
2,2020-05-14,354,14,
3,2020-05-14,3569,221,
4,2020-05-14,7767,259,
5,2020-05-14,16166,674,
6,2020-05-14,135,15,
8,2020-05-14,90,0,
