"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-16,156,0,
2,2020-04-16,300,9,
3,2020-04-16,2756,146,
4,2020-04-16,4237,115,
5,2020-04-16,11237,355,
6,2020-04-16,102,4,
8,2020-04-16,53,0,
