"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-18,243,1,
2,2020-05-18,356,15,
3,2020-05-18,3628,223,
4,2020-05-18,8361,279,
5,2020-05-18,16396,698,
6,2020-05-18,135,15,
8,2020-05-18,90,0,
