"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-11,130,0,
2,2020-04-11,279,9,
3,2020-04-11,2327,113,
4,2020-04-11,3834,87,
5,2020-04-11,9264,258,
6,2020-04-11,94,3,
8,2020-04-11,59,0,
