"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-08,232,1,
2,2020-05-08,345,13,
3,2020-05-08,3564,214,
4,2020-05-08,7093,233,
5,2020-05-08,15809,639,
6,2020-05-08,135,14,
8,2020-05-08,90,0,
