"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-13,238,1,
2,2020-05-13,351,14,
3,2020-05-13,3559,221,
4,2020-05-13,7647,257,
5,2020-05-13,16112,667,
6,2020-05-13,135,15,
8,2020-05-13,90,0,
