"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-25,185,1,
2,2020-04-25,320,11,
3,2020-04-25,3183,188,
4,2020-04-25,5435,170,
5,2020-04-25,14072,502,
6,2020-04-25,111,8,
8,2020-04-25,86,0,
