"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-17,158,0,
2,2020-04-17,305,9,
3,2020-04-17,2778,148,
4,2020-04-17,4302,119,
5,2020-04-17,11324,377,
6,2020-04-17,102,4,
8,2020-04-17,53,0,
