"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-16,241,1,
2,2020-05-16,356,15,
3,2020-05-16,3609,221,
4,2020-05-16,8097,267,
5,2020-05-16,16282,684,
6,2020-05-16,135,15,
8,2020-05-16,90,0,
