"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-09,235,1,
2,2020-05-09,345,13,
3,2020-05-09,3581,215,
4,2020-05-09,7166,238,
5,2020-05-09,15854,645,
6,2020-05-09,135,14,
8,2020-05-09,90,0,
