"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-03,218,1,
2,2020-05-03,331,13,
3,2020-05-03,3447,209,
4,2020-05-03,6047,210,
5,2020-05-03,15021,597,
6,2020-05-03,132,13,
8,2020-05-03,86,0,
