"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-22,251,1,
2,2020-05-22,358,15,
3,2020-05-22,3664,233,
4,2020-05-22,9106,300,
5,2020-05-22,16596,725,
6,2020-05-22,135,15,
8,2020-05-22,90,0,
