"dico","cases","recovered","deaths","date"
"0101",64,0,0,2020-05-21 00:00:00
"0102",87,0,0,2020-05-21 00:00:00
"0103",43,0,0,2020-05-21 00:00:00
"0104",40,0,0,2020-05-21 00:00:00
"0105",331,0,0,2020-05-21 00:00:00
"0106",20,0,0,2020-05-21 00:00:00
"0107",88,0,0,2020-05-21 00:00:00
"0108",95,0,0,2020-05-21 00:00:00
"0109",469,0,0,2020-05-21 00:00:00
"0110",128,0,0,2020-05-21 00:00:00
"0111",17,0,0,2020-05-21 00:00:00
"0112",17,0,0,2020-05-21 00:00:00
"0113",207,0,0,2020-05-21 00:00:00
"0114",36,0,0,2020-05-21 00:00:00
"0115",651,0,0,2020-05-21 00:00:00
"0116",71,0,0,2020-05-21 00:00:00
"0117",43,0,0,2020-05-21 00:00:00
"0118",22,0,0,2020-05-21 00:00:00
"0119",154,0,0,2020-05-21 00:00:00
"0202",9,0,0,2020-05-21 00:00:00
"0205",14,0,0,2020-05-21 00:00:00
"0207",4,0,0,2020-05-21 00:00:00
"0210",71,0,0,2020-05-21 00:00:00
"0211",8,0,0,2020-05-21 00:00:00
"0213",14,0,0,2020-05-21 00:00:00
"0301",78,0,0,2020-05-21 00:00:00
"0302",295,0,0,2020-05-21 00:00:00
"0303",1199,0,0,2020-05-21 00:00:00
"0304",16,0,0,2020-05-21 00:00:00
"0305",23,0,0,2020-05-21 00:00:00
"0306",45,0,0,2020-05-21 00:00:00
"0307",119,0,0,2020-05-21 00:00:00
"0308",699,0,0,2020-05-21 00:00:00
"0309",58,0,0,2020-05-21 00:00:00
"0310",10,0,0,2020-05-21 00:00:00
"0311",36,0,0,2020-05-21 00:00:00
"0312",394,0,0,2020-05-21 00:00:00
"0313",228,0,0,2020-05-21 00:00:00
"0314",128,0,0,2020-05-21 00:00:00
"0401",6,0,0,2020-05-21 00:00:00
"0402",119,0,0,2020-05-21 00:00:00
"0403",6,0,0,2020-05-21 00:00:00
"0405",21,0,0,2020-05-21 00:00:00
"0406",10,0,0,2020-05-21 00:00:00
"0407",19,0,0,2020-05-21 00:00:00
"0408",5,0,0,2020-05-21 00:00:00
"0409",23,0,0,2020-05-21 00:00:00
"0410",4,0,0,2020-05-21 00:00:00
"0411",10,0,0,2020-05-21 00:00:00
"0412",30,0,0,2020-05-21 00:00:00
"0502",6,0,0,2020-05-21 00:00:00
"0503",7,0,0,2020-05-21 00:00:00
"0504",4,0,0,2020-05-21 00:00:00
"0509",4,0,0,2020-05-21 00:00:00
"0601",8,0,0,2020-05-21 00:00:00
"0602",68,0,0,2020-05-21 00:00:00
"0603",574,0,0,2020-05-21 00:00:00
"0604",154,0,0,2020-05-21 00:00:00
"0605",33,0,0,2020-05-21 00:00:00
"0606",10,0,0,2020-05-21 00:00:00
"0607",19,0,0,2020-05-21 00:00:00
"0608",5,0,0,2020-05-21 00:00:00
"0609",17,0,0,2020-05-21 00:00:00
"0610",29,0,0,2020-05-21 00:00:00
"0611",22,0,0,2020-05-21 00:00:00
"0613",21,0,0,2020-05-21 00:00:00
"0614",5,0,0,2020-05-21 00:00:00
"0615",24,0,0,2020-05-21 00:00:00
"0616",35,0,0,2020-05-21 00:00:00
"0617",5,0,0,2020-05-21 00:00:00
"0705",23,0,0,2020-05-21 00:00:00
"0706",7,0,0,2020-05-21 00:00:00
"0709",6,0,0,2020-05-21 00:00:00
"0711",7,0,0,2020-05-21 00:00:00
"0712",8,0,0,2020-05-21 00:00:00
"0801",75,0,0,2020-05-21 00:00:00
"0804",3,0,0,2020-05-21 00:00:00
"0805",62,0,0,2020-05-21 00:00:00
"0807",4,0,0,2020-05-21 00:00:00
"0808",64,0,0,2020-05-21 00:00:00
"0810",12,0,0,2020-05-21 00:00:00
"0811",38,0,0,2020-05-21 00:00:00
"0812",3,0,0,2020-05-21 00:00:00
"0813",24,0,0,2020-05-21 00:00:00
"0814",30,0,0,2020-05-21 00:00:00
"0816",13,0,0,2020-05-21 00:00:00
"0902",4,0,0,2020-05-21 00:00:00
"0903",6,0,0,2020-05-21 00:00:00
"0905",3,0,0,2020-05-21 00:00:00
"0906",22,0,0,2020-05-21 00:00:00
"0907",24,0,0,2020-05-21 00:00:00
"0908",7,0,0,2020-05-21 00:00:00
"0910",23,0,0,2020-05-21 00:00:00
"0912",13,0,0,2020-05-21 00:00:00
"0913",18,0,0,2020-05-21 00:00:00
"0914",72,0,0,2020-05-21 00:00:00
"1001",39,0,0,2020-05-21 00:00:00
"1002",24,0,0,2020-05-21 00:00:00
"1003",5,0,0,2020-05-21 00:00:00
"1004",4,0,0,2020-05-21 00:00:00
"1005",4,0,0,2020-05-21 00:00:00
"1006",25,0,0,2020-05-21 00:00:00
"1008",4,0,0,2020-05-21 00:00:00
"1009",80,0,0,2020-05-21 00:00:00
"1010",18,0,0,2020-05-21 00:00:00
"1013",3,0,0,2020-05-21 00:00:00
