"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-29,214,1,
2,2020-04-29,330,13,
3,2020-04-29,3340,196,
4,2020-04-29,5695,195,
5,2020-04-29,14715,556,
6,2020-04-29,125,12,
8,2020-04-29,86,0,
