"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-25,253,1,
2,2020-05-25,361,15,
3,2020-05-25,3683,233,
4,2020-05-25,9567,322,
5,2020-05-25,16699,744,
6,2020-05-25,135,15,
8,2020-05-25,90,0,
