"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-04,218,1,
2,2020-05-04,333,13,
3,2020-05-04,3478,209,
4,2020-05-04,6136,218,
5,2020-05-04,15141,609,
6,2020-05-04,132,13,
8,2020-05-04,86,0,
