"dico","cases","recovered","deaths","date"
"0101",55,0,0,2020-05-04 00:00:00
"0102",83,0,0,2020-05-04 00:00:00
"0103",40,0,0,2020-05-04 00:00:00
"0104",35,0,0,2020-05-04 00:00:00
"0105",291,0,0,2020-05-04 00:00:00
"0106",14,0,0,2020-05-04 00:00:00
"0107",73,0,0,2020-05-04 00:00:00
"0108",77,0,0,2020-05-04 00:00:00
"0109",416,0,0,2020-05-04 00:00:00
"0110",111,0,0,2020-05-04 00:00:00
"0111",18,0,0,2020-05-04 00:00:00
"0112",13,0,0,2020-05-04 00:00:00
"0113",175,0,0,2020-05-04 00:00:00
"0114",26,0,0,2020-05-04 00:00:00
"0115",573,0,0,2020-05-04 00:00:00
"0116",62,0,0,2020-05-04 00:00:00
"0117",36,0,0,2020-05-04 00:00:00
"0118",20,0,0,2020-05-04 00:00:00
"0119",136,0,0,2020-05-04 00:00:00
"0202",7,0,0,2020-05-04 00:00:00
"0205",10,0,0,2020-05-04 00:00:00
"0207",3,0,0,2020-05-04 00:00:00
"0210",54,0,0,2020-05-04 00:00:00
"0211",4,0,0,2020-05-04 00:00:00
"0213",15,0,0,2020-05-04 00:00:00
"0301",51,0,0,2020-05-04 00:00:00
"0302",225,0,0,2020-05-04 00:00:00
"0303",1112,0,0,2020-05-04 00:00:00
"0304",16,0,0,2020-05-04 00:00:00
"0305",17,0,0,2020-05-04 00:00:00
"0306",40,0,0,2020-05-04 00:00:00
"0307",98,0,0,2020-05-04 00:00:00
"0308",617,0,0,2020-05-04 00:00:00
"0309",57,0,0,2020-05-04 00:00:00
"0310",7,0,0,2020-05-04 00:00:00
"0311",31,0,0,2020-05-04 00:00:00
"0312",364,0,0,2020-05-04 00:00:00
"0313",167,0,0,2020-05-04 00:00:00
"0314",99,0,0,2020-05-04 00:00:00
"0401",5,0,0,2020-05-04 00:00:00
"0402",111,0,0,2020-05-04 00:00:00
"0403",5,0,0,2020-05-04 00:00:00
"0405",19,0,0,2020-05-04 00:00:00
"0406",8,0,0,2020-05-04 00:00:00
"0407",17,0,0,2020-05-04 00:00:00
"0408",3,0,0,2020-05-04 00:00:00
"0409",23,0,0,2020-05-04 00:00:00
"0410",3,0,0,2020-05-04 00:00:00
"0411",8,0,0,2020-05-04 00:00:00
"0412",28,0,0,2020-05-04 00:00:00
