"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-02,59,0,
2,2020-04-02,164,3,
3,2020-04-02,1161,55,
4,2020-04-02,2207,44,
5,2020-04-02,5338,107,
6,2020-04-02,57,0,
8,2020-04-02,48,0,
