"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-10,235,1,
2,2020-05-10,346,13,
3,2020-05-10,3581,216,
4,2020-05-10,7242,243,
5,2020-05-10,15952,648,
6,2020-05-10,135,14,
8,2020-05-10,90,0,
