"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-23,253,1,
2,2020-05-23,361,15,
3,2020-05-23,3676,230,
4,2020-05-23,9292,309,
5,2020-05-23,16664,732,
6,2020-05-23,135,15,
8,2020-05-23,90,0,
