"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-19,245,1,
2,2020-05-19,356,15,
3,2020-05-19,3644,227,
4,2020-05-19,8490,282,
5,2020-05-19,16472,707,
6,2020-05-19,135,15,
8,2020-05-19,90,0,
