"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-12,139,0,
2,2020-04-12,279,9,
3,2020-04-12,2426,120,
4,2020-04-12,3841,91,
5,2020-04-12,9747,280,
6,2020-04-12,94,4,
8,2020-04-12,59,0,
