"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-21,173,0,
2,2020-04-21,313,11,
3,2020-04-21,2999,171,
4,2020-04-21,4896,133,
5,2020-04-21,12806,441,
6,2020-04-21,107,6,
8,2020-04-21,85,0,
