"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-23,181,1,
2,2020-04-23,318,11,
3,2020-04-23,3084,179,
4,2020-04-23,5194,146,
5,2020-04-23,13382,475,
6,2020-04-23,109,8,
8,2020-04-23,85,0,
