"dico","cases","recovered","deaths","date"
"0101",44,0,0,2020-04-29 00:00:00
"0102",82,0,0,2020-04-29 00:00:00
"0103",36,0,0,2020-04-29 00:00:00
"0104",34,0,0,2020-04-29 00:00:00
"0105",273,0,0,2020-04-29 00:00:00
"0106",12,0,0,2020-04-29 00:00:00
"0107",71,0,0,2020-04-29 00:00:00
"0108",63,0,0,2020-04-29 00:00:00
"0109",380,0,0,2020-04-29 00:00:00
"0110",99,0,0,2020-04-29 00:00:00
"0111",17,0,0,2020-04-29 00:00:00
"0112",9,0,0,2020-04-29 00:00:00
"0113",160,0,0,2020-04-29 00:00:00
"0114",23,0,0,2020-04-29 00:00:00
"0115",556,0,0,2020-04-29 00:00:00
"0116",62,0,0,2020-04-29 00:00:00
"0117",32,0,0,2020-04-29 00:00:00
"0118",18,0,0,2020-04-29 00:00:00
"0119",131,0,0,2020-04-29 00:00:00
"0202",3,0,0,2020-04-29 00:00:00
"0205",10,0,0,2020-04-29 00:00:00
"0207",3,0,0,2020-04-29 00:00:00
"0210",46,0,0,2020-04-29 00:00:00
"0211",4,0,0,2020-04-29 00:00:00
"0213",18,0,0,2020-04-29 00:00:00
"0301",42,0,0,2020-04-29 00:00:00
"0302",200,0,0,2020-04-29 00:00:00
"0303",1012,0,0,2020-04-29 00:00:00
"0304",15,0,0,2020-04-29 00:00:00
"0305",16,0,0,2020-04-29 00:00:00
"0306",36,0,0,2020-04-29 00:00:00
"0307",87,0,0,2020-04-29 00:00:00
"0308",543,0,0,2020-04-29 00:00:00
"0309",46,0,0,2020-04-29 00:00:00
"0310",7,0,0,2020-04-29 00:00:00
"0311",26,0,0,2020-04-29 00:00:00
"0312",332,0,0,2020-04-29 00:00:00
"0313",139,0,0,2020-04-29 00:00:00
"0314",85,0,0,2020-04-29 00:00:00
"0401",4,0,0,2020-04-29 00:00:00
"0402",105,0,0,2020-04-29 00:00:00
"0403",5,0,0,2020-04-29 00:00:00
"0405",20,0,0,2020-04-29 00:00:00
"0406",7,0,0,2020-04-29 00:00:00
"0407",17,0,0,2020-04-29 00:00:00
"0408",3,0,0,2020-04-29 00:00:00
"0409",22,0,0,2020-04-29 00:00:00
"0410",5,0,0,2020-04-29 00:00:00
"0411",8,0,0,2020-04-29 00:00:00
"0412",25,0,0,2020-04-29 00:00:00
"0502",5,0,0,2020-04-29 00:00:00
"0503",7,0,0,2020-04-29 00:00:00
"0504",3,0,0,2020-04-29 00:00:00
"0509",4,0,0,2020-04-29 00:00:00
"0601",8,0,0,2020-04-29 00:00:00
"0602",50,0,0,2020-04-29 00:00:00
"0603",406,0,0,2020-04-29 00:00:00
"0604",63,0,0,2020-04-29 00:00:00
"0605",26,0,0,2020-04-29 00:00:00
"0606",10,0,0,2020-04-29 00:00:00
"0607",13,0,0,2020-04-29 00:00:00
"0608",4,0,0,2020-04-29 00:00:00
"0609",14,0,0,2020-04-29 00:00:00
"0610",15,0,0,2020-04-29 00:00:00
"0611",10,0,0,2020-04-29 00:00:00
"0613",16,0,0,2020-04-29 00:00:00
"0614",3,0,0,2020-04-29 00:00:00
"0615",21,0,0,2020-04-29 00:00:00
"0616",31,0,0,2020-04-29 00:00:00
"0617",4,0,0,2020-04-29 00:00:00
"0705",19,0,0,2020-04-29 00:00:00
"0706",7,0,0,2020-04-29 00:00:00
"0709",3,0,0,2020-04-29 00:00:00
"0711",5,0,0,2020-04-29 00:00:00
"0712",6,0,0,2020-04-29 00:00:00
"0801",70,0,0,2020-04-29 00:00:00
"0804",3,0,0,2020-04-29 00:00:00
"0805",62,0,0,2020-04-29 00:00:00
"0807",3,0,0,2020-04-29 00:00:00
"0808",61,0,0,2020-04-29 00:00:00
"0810",13,0,0,2020-04-29 00:00:00
"0811",34,0,0,2020-04-29 00:00:00
"0813",22,0,0,2020-04-29 00:00:00
"0814",30,0,0,2020-04-29 00:00:00
"0816",12,0,0,2020-04-29 00:00:00
"0902",6,0,0,2020-04-29 00:00:00
"0903",9,0,0,2020-04-29 00:00:00
"0904",3,0,0,2020-04-29 00:00:00
"0906",17,0,0,2020-04-29 00:00:00
"0907",20,0,0,2020-04-29 00:00:00
