"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-06,84,0,
2,2020-04-06,229,7,
3,2020-04-06,1521,76,
4,2020-04-06,3070,60,
5,2020-04-06,6706,168,
6,2020-04-06,68,0,
8,2020-04-06,52,0,
