"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-19,158,0,
2,2020-04-19,310,10,
3,2020-04-19,2923,164,
4,2020-04-19,4500,126,
5,2020-04-19,12148,409,
6,2020-04-19,106,5,
8,2020-04-19,61,0,
